"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"计数原理","24","2021","浙江卷","13","1","fill_blank","","核心是二项式定理展开求系数，属于计数原理问题。","2021-浙江卷::13::occ1"
"计数原理","25","2022","北京卷","8","1","single_choice","","核心是二项式定理展开求系数和，属于计数原理问题。","2022-北京卷::8::occ1"
"计数原理","26","2022","上海卷","6","1","fill_blank","","二项式展开系数关系求指数，核心是二项式定理。","2022-上海卷::6::occ1"
"计数原理","27","2022","天津卷","11","1","fill_blank","","二项式展开常数项，核心是二项式定理。","2022-天津卷::11::occ1"
"计数原理","28","2022","新高考II卷","5","1","single_choice","","排列组合问题，核心是计数原理。","2022-新高考II卷::5::occ1"
"计数原理","29","2022","新高考I卷","13","1","fill_blank","","二项式展开式系数，主类为计数原理。","2022-新高考I卷::13::occ1"
"计数原理","30","2022","浙江卷","12","1","fill_blank","","二项式展开式系数，主类为计数原理。","2022-浙江卷::12::occ1"
"计数原理","31","2023","北京卷","5","1","single_choice","","二项式展开式系数，主类为计数原理。","2023-北京卷::5::occ1"
"计数原理","32","2023","全国甲卷-理科","9","1","single_choice","","排列组合安排志愿者，主类为计数原理。","2023-全国甲卷-理科::9::occ1"
"计数原理","33","2023","全国乙卷-理科","7","1","single_choice","","排列组合计数，核心是计数原理。","2023-全国乙卷-理科::7::occ1"
"计数原理","34","2023","天津卷","11","1","fill_blank","","核心是二项式展开求特定项系数，属于二项式定理。","2023-天津卷::11::occ1"
"计数原理","35","2023","新高考I卷","13","1","fill_blank","","核心是分类计数和组合数计算，属于排列组合。","2023-新高考I卷::13::occ1"
"计数原理","36","2024","北京卷","4","1","single_choice","","核心是二项式展开求特定项系数，属于二项式定理。","2024-北京卷::4::occ1"
"计数原理","37","2024","全国甲卷-理科","13","1","fill_blank","","题目涉及二项展开式系数最大值，核心是二项式定理。","2024-全国甲卷-理科::13::occ1"
"计数原理","38","2024","上海卷","6","1","fill_blank","","题目涉及二项展开式系数，核心是二项式定理。","2024-上海卷::6::occ1"
"计数原理","39","2024","上海卷","10","1","fill_blank","","题目涉及组合计数，核心是计数原理。","2024-上海卷::10::occ1"
"计数原理","40","2024","天津卷","11","1","fill_blank","","核心是二项式定理求常数项","2024-天津卷::11::occ1"
"计数原理","41","2024","新高考II卷","14","1","fill_blank","","核心是排列组合计数问题","2024-新高考II卷::14::occ1"
"计数原理","42","2025","上海卷","4","1","fill_blank","","求二项展开式中特定项的系数，属于计数原理中的二项式定理。","2025-上海卷::4::occ1"
"计数原理","43","2025","上海卷","9","1","fill_blank","","排队问题，属于排列组合。","2025-上海卷::9::occ1"
"计数原理","44","2025","天津卷","11","1","fill_blank","","二项展开式求特定项系数，属于二项式定理。","2025-天津卷::11::occ1"
