"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"复数","33","2021","全国甲卷-文科","3","1","single_choice","","复数运算，属于复数。","2021-全国甲卷-文科::3::occ1"
"复数","34","2021","全国乙卷-理科","1","1","single_choice","","复数运算，属于复数。","2021-全国乙卷-理科::1::occ1"
"复数","35","2021","全国乙卷-文科","2","1","single_choice","","复数运算，属于复数。","2021-全国乙卷-文科::2::occ1"
"复数","36","2021","上海春季卷","2","1","fill_blank","","复数模长计算，主类为复数。","2021-上海春季卷::2::occ1"
"复数","37","2021","上海卷","1","1","fill_blank","","复数加法运算，主类为复数。","2021-上海卷::1::occ1"
"复数","38","2021","天津卷","10","1","fill_blank","","复数除法运算，主类为复数。","2021-天津卷::10::occ1"
"复数","39","2021","新高考II卷","1","1","single_choice","","复数运算及几何意义，主类为复数。","2021-新高考II卷::1::occ1"
"复数","40","2021","新高考I卷","2","1","single_choice","","核心是复数运算与共轭，属于复数问题。","2021-新高考I卷::2::occ1"
"复数","41","2021","浙江卷","2","1","single_choice","","核心是复数相等与运算，属于复数问题。","2021-浙江卷::2::occ1"
"复数","42","2022","北京卷","2","1","single_choice","","核心是复数运算与模长，属于复数问题。","2022-北京卷::2::occ1"
"复数","43","2022","全国甲卷-理科","1","1","single_choice","","核心是复数运算与化简，属于复数问题。","2022-全国甲卷-理科::1::occ1"
"复数","44","2022","全国甲卷-文科","3","1","single_choice","","复数模运算","2022-全国甲卷-文科::3::occ1"
"复数","45","2022","全国乙卷-理科","2","1","single_choice","","复数运算","2022-全国乙卷-理科::2::occ1"
"复数","46","2022","全国乙卷-文科","2","1","single_choice","","复数运算","2022-全国乙卷-文科::2::occ1"
"复数","47","2022","上海卷","3","1","fill_blank","","行列式运算求参数，但行列式本质是复数或代数运算，此处归复数。","2022-上海卷::3::occ1"
"复数","48","2022","天津卷","10","1","fill_blank","","复数除法化简。","2022-天津卷::10::occ1"
"复数","49","2022","新高考II卷","2","1","single_choice","","复数乘法运算。","2022-新高考II卷::2::occ1"
"复数","50","2022","新高考I卷","2","1","single_choice","","复数运算求共轭和。","2022-新高考I卷::2::occ1"
"复数","51","2022","浙江卷","2","1","single_choice","","复数相等求参数，主类为复数。","2022-浙江卷::2::occ1"
"复数","52","2023","北京卷","2","1","single_choice","","复数共轭运算，主类为复数。","2023-北京卷::2::occ1"
"复数","53","2023","全国甲卷-理科","2","1","single_choice","","复数乘法求参数，主类为复数。","2023-全国甲卷-理科::2::occ1"
"复数","54","2023","全国甲卷-文科","2","1","single_choice","","复数运算，核心是复数。","2023-全国甲卷-文科::2::occ1"
"复数","55","2023","全国乙卷-理科","1","1","single_choice","","复数运算和共轭，核心是复数。","2023-全国乙卷-理科::1::occ1"
"复数","56","2023","全国乙卷-文科","1","1","single_choice","","复数运算求模，核心是复数。","2023-全国乙卷-文科::1::occ1"
"复数","57","2023","上海卷","2","1","fill_blank","","复数相等求参数，核心是复数。","2023-上海卷::2::occ1"
"复数","58","2023","天津卷","10","1","fill_blank","","核心是复数除法化简，属于复数。","2023-天津卷::10::occ1"
"复数","59","2023","新高考II卷","1","1","single_choice","","核心是复数乘法及几何意义，属于复数。","2023-新高考II卷::1::occ1"
"复数","60","2023","新高考I卷","2","1","single_choice","","核心是复数运算与共轭，属于复数。","2023-新高考I卷::2::occ1"
"复数","61","2024","北京卷","2","1","single_choice","","核心是复数除法运算，属于复数。","2024-北京卷::2::occ1"
"复数","62","2024","全国甲卷-理科","1","1","single_choice","","题目涉及复数的运算，核心是复数。","2024-全国甲卷-理科::1::occ1"
"复数","63","2024","全国甲卷-文科","2","1","single_choice","","题目涉及复数的乘法与共轭，核心是复数运算。","2024-全国甲卷-文科::2::occ1"
"复数","64","2024","上海卷","9","1","fill_blank","","题目涉及虚数运算，核心是复数。","2024-上海卷::9::occ1"
"复数","65","2024","天津卷","10","1","fill_blank","","核心是复数的乘法运算","2024-天津卷::10::occ1"
"复数","66","2024","新高考II卷","1","1","single_choice","","核心是复数的模","2024-新高考II卷::1::occ1"
"复数","67","2024","新高考I卷","2","1","single_choice","","核心是复数的运算","2024-新高考I卷::2::occ1"
"复数","68","2025","全国II卷","2","1","single_choice","","核心是复数的运算","2025-全国II卷::2::occ1"
"复数","69","2025","全国I卷","1","1","single_choice","","核心是复数的运算和虚部","2025-全国I卷::1::occ1"
"复数","70","2025","上海卷","10","1","fill_blank","","复数方程和模的最值，属于复数。","2025-上海卷::10::occ1"
"复数","71","2025","天津卷","10","1","fill_blank","","复数模的计算，属于复数。","2025-天津卷::10::occ1"
