"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"一元二次函数、方程和不等式","62","2021","上海卷","7","1","fill_blank","","线性规划求最值，主类为不等式。","2021-上海卷::7::occ1"
"一元二次函数、方程和不等式","63","2021","天津卷","13","1","fill_blank","","利用基本不等式求最值，主类为不等式。","2021-天津卷::13::occ1"
"一元二次函数、方程和不等式","64","2021","浙江卷","5","1","single_choice","","核心是线性规划求最值，属于不等式专题。","2021-浙江卷::5::occ1"
"一元二次函数、方程和不等式","65","2022","全国甲卷-理科","23","1","solution","","不等式证明","2022-全国甲卷-理科::23::occ1"
"一元二次函数、方程和不等式","66","2022","全国甲卷-文科","23","1","solution","","不等式证明","2022-全国甲卷-文科::23::occ1"
"一元二次函数、方程和不等式","67","2022","全国乙卷-理科","23","1","solution","","不等式证明","2022-全国乙卷-理科::23::occ1"
"一元二次函数、方程和不等式","68","2022","全国乙卷-文科","5","1","single_choice","","线性规划求最值","2022-全国乙卷-文科::5::occ1"
"一元二次函数、方程和不等式","69","2022","全国乙卷-文科","23","1","solution","","不等式证明，使用基本不等式和柯西不等式等，核心是不等式。","2022-全国乙卷-文科::23::occ1"
"一元二次函数、方程和不等式","70","2022","上海卷","2","2","single_choice","","基本不等式判断不等式恒成立。","2022-上海卷::2::occ2"
"一元二次函数、方程和不等式","71","2022","上海卷","5","1","fill_blank","","线性规划求最小值。","2022-上海卷::5::occ1"
"一元二次函数、方程和不等式","72","2022","新高考II卷","12","1","multiple_choice","","条件为二元二次等式，求取值范围，核心是基本不等式和不等式性质。","2022-新高考II卷::12::occ1"
"一元二次函数、方程和不等式","73","2022","浙江卷","3","1","single_choice","","线性规划求最大值，主类为不等式。","2022-浙江卷::3::occ1"
"一元二次函数、方程和不等式","74","2022","浙江卷","9","1","single_choice","","含绝对值不等式恒成立，主类为不等式。","2022-浙江卷::9::occ1"
"一元二次函数、方程和不等式","75","2023","全国甲卷-理科","14","1","fill_blank","","线性规划求最大值，主类为不等式。","2023-全国甲卷-理科::14::occ1"
"一元二次函数、方程和不等式","76","2023","全国甲卷-理科","23","1","solution","","绝对值不等式和面积，核心是不等式。","2023-全国甲卷-理科::23::occ1"
"一元二次函数、方程和不等式","77","2023","全国甲卷-文科","15","1","fill_blank","","线性规划求最大值，属于不等式专题。","2023-全国甲卷-文科::15::occ1"
"一元二次函数、方程和不等式","78","2023","全国甲卷-文科","23","1","solution","","绝对值不等式和面积，核心是不等式。","2023-全国甲卷-文科::23::occ1"
"一元二次函数、方程和不等式","79","2023","全国乙卷-理科","14","1","fill_blank","","线性规划求最大值，核心是不等式。","2023-全国乙卷-理科::14::occ1"
"一元二次函数、方程和不等式","80","2023","全国乙卷-理科","23","1","solution","","绝对值不等式和线性规划，核心是不等式。","2023-全国乙卷-理科::23::occ1"
"一元二次函数、方程和不等式","81","2023","全国乙卷-文科","15","1","fill_blank","","线性规划求最大值，核心是不等式。","2023-全国乙卷-文科::15::occ1"
"一元二次函数、方程和不等式","82","2023","全国乙卷-文科","23","1","solution","","绝对值不等式和线性规划面积，核心是不等式。","2023-全国乙卷-文科::23::occ1"
"一元二次函数、方程和不等式","83","2023","上海卷","1","1","fill_blank","","绝对值不等式求解，核心是不等式。","2023-上海卷::1::occ1"
"一元二次函数、方程和不等式","84","2023","上海卷","6","1","fill_blank","","基本不等式求最值，核心是不等式。","2023-上海卷::6::occ1"
"一元二次函数、方程和不等式","85","2023","上海卷","13","1","single_choice","","核心是解方程组求值，属于方程基础。","2023-上海卷::13::occ1"
"一元二次函数、方程和不等式","86","2023","上海卷","15","1","single_choice","","核心是二次函数在区间上的最值，属于二次函数。","2023-上海卷::15::occ1"
"一元二次函数、方程和不等式","87","2024","全国甲卷-理科","3","1","single_choice","","题目涉及线性规划求最值，核心是不等式与规划。","2024-全国甲卷-理科::3::occ1"
"一元二次函数、方程和不等式","88","2024","全国甲卷-理科","23","1","solution","","题目要求证明不等式，主要使用基本不等式和代数变形，核心是不等式。","2024-全国甲卷-理科::23::occ1"
"一元二次函数、方程和不等式","89","2024","全国甲卷-文科","3","1","single_choice","","题目涉及线性规划求最值，核心是不等式与规划。","2024-全国甲卷-文科::3::occ1"
"一元二次函数、方程和不等式","90","2024","全国甲卷-文科","20","1","solution","","题目要求证明不等式，主要使用基本不等式和代数变形，核心是不等式证明。","2024-全国甲卷-文科::20::occ1"
"一元二次函数、方程和不等式","91","2024","上海卷","3","1","fill_blank","","题目涉及一元二次不等式求解，核心是不等式。","2024-上海卷::3::occ1"
"一元二次函数、方程和不等式","92","2025","全国II卷","4","1","single_choice","","核心是分式不等式的求解","2025-全国II卷::4::occ1"
"一元二次函数、方程和不等式","93","2025","上海卷","2","1","fill_blank","","解分式不等式，属于不等式基础。","2025-上海卷::2::occ1"
"一元二次函数、方程和不等式","94","2025","上海卷","8","1","fill_blank","","利用基本不等式求最值，属于不等式。","2025-上海卷::8::occ1"
"一元二次函数、方程和不等式","95","2025","天津卷","15","1","fill_blank","","恒成立问题转化为二次不等式，核心是二次函数和不等式。","2025-天津卷::15::occ1"
