"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"集合与逻辑","15","2018","全国II卷-理科","2","1","single_choice","","核心是集合元素个数，涉及整数点集。","2018-全国II卷-理科::2::occ1"
"集合与逻辑","16","2018","全国II卷-文科","2","1","single_choice","","核心是集合交集运算。","2018-全国II卷-文科::2::occ1"
"集合与逻辑","17","2018","全国I卷-理科","2","1","single_choice","","核心是集合补集运算。","2018-全国I卷-理科::2::occ1"
"集合与逻辑","18","2018","全国I卷-文科","1","1","single_choice","","核心是集合交集运算。","2018-全国I卷-文科::1::occ1"
"集合与逻辑","19","2019","全国III卷-理科","1","1","single_choice","","集合交集运算，属于集合与逻辑。","2019-全国III卷-理科::1::occ1"
"集合与逻辑","20","2019","全国III卷-文科","1","1","single_choice","","集合交集运算，属于集合与逻辑。","2019-全国III卷-文科::1::occ1"
"集合与逻辑","21","2019","全国III卷-文科","11","1","single_choice","一元二次函数、方程和不等式","线性规划区域与逻辑命题判断，主类为逻辑，次类为不等式。","2019-全国III卷-文科::11::occ1"
"集合与逻辑","22","2019","全国II卷-理科","1","1","single_choice","","集合的交集运算，属于集合与逻辑。","2019-全国II卷-理科::1::occ1"
"集合与逻辑","23","2019","全国II卷-文科","1","1","single_choice","","集合交集运算，核心是集合。","2019-全国II卷-文科::1::occ1"
"集合与逻辑","24","2019","全国II卷-文科","5","1","single_choice","","逻辑推理与命题判断，属于逻辑。","2019-全国II卷-文科::5::occ1"
"集合与逻辑","25","2019","全国I卷-理科","1","1","single_choice","","集合交集运算，核心是集合。","2019-全国I卷-理科::1::occ1"
"集合与逻辑","26","2019","全国I卷-文科","2","1","single_choice","","集合补集与交集运算，核心是集合。","2019-全国I卷-文科::2::occ1"
"集合与逻辑","27","2020","全国III卷-理科","1","1","single_choice","","集合交集元素个数，核心是集合运算。","2020-全国III卷-理科::1::occ1"
"集合与逻辑","28","2020","全国III卷-文科","1","1","single_choice","","集合交集运算。","2020-全国III卷-文科::1::occ1"
"集合与逻辑","29","2020","全国II卷-理科","1","1","single_choice","","集合补集与并集运算。","2020-全国II卷-理科::1::occ1"
"集合与逻辑","30","2020","全国II卷-理科","16","1","fill_blank","立体几何","主专题为命题逻辑判断，涉及立体几何命题。","2020-全国II卷-理科::16::occ1"
"集合与逻辑","31","2020","全国II卷-文科","1","1","single_choice","","集合交集运算。","2020-全国II卷-文科::1::occ1"
"集合与逻辑","32","2020","全国II卷-文科","16","1","fill_blank","立体几何","核心是命题真假的判断，涉及立体几何。","2020-全国II卷-文科::16::occ1"
"集合与逻辑","33","2020","全国I卷-理科","2","1","single_choice","一元二次函数、方程和不等式","核心是集合交集运算，涉及一元二次不等式。","2020-全国I卷-理科::2::occ1"
"集合与逻辑","34","2020","全国I卷-文科","1","1","single_choice","","核心是集合交集运算。","2020-全国I卷-文科::1::occ1"
"集合与逻辑","35","2021","北京卷","1","1","single_choice","","核心是集合的并集运算。","2021-北京卷::1::occ1"
"集合与逻辑","36","2021","北京卷","3","1","single_choice","函数","核心是充分必要条件判断，涉及函数单调性。","2021-北京卷::3::occ1"
"集合与逻辑","37","2021","全国甲卷-理科","1","1","single_choice","","核心是集合交集运算。","2021-全国甲卷-理科::1::occ1"
"集合与逻辑","38","2021","全国甲卷-文科","1","1","single_choice","","集合交集运算，属于集合与逻辑。","2021-全国甲卷-文科::1::occ1"
"集合与逻辑","39","2021","全国乙卷-理科","2","1","single_choice","","集合交集运算，属于集合与逻辑。","2021-全国乙卷-理科::2::occ1"
"集合与逻辑","40","2021","全国乙卷-理科","3","1","single_choice","","判断含有量词的命题真假及逻辑联结词，属于集合与逻辑。","2021-全国乙卷-理科::3::occ1"
"集合与逻辑","41","2021","全国乙卷-文科","1","1","single_choice","","集合补集和并集运算，属于集合与逻辑。","2021-全国乙卷-文科::1::occ1"
"集合与逻辑","42","2021","全国乙卷-文科","3","1","single_choice","","判断含有量词的命题真假及逻辑联结词，属于集合与逻辑。","2021-全国乙卷-文科::3::occ1"
"集合与逻辑","43","2021","上海春季卷","14","1","single_choice","","集合关系判断，主类为集合与逻辑。","2021-上海春季卷::14::occ1"
"集合与逻辑","44","2021","上海卷","2","1","fill_blank","","集合交集运算，主类为集合与逻辑。","2021-上海卷::2::occ1"
"集合与逻辑","45","2021","天津卷","1","1","single_choice","","集合交并运算，主类为集合与逻辑。","2021-天津卷::1::occ1"
"集合与逻辑","46","2021","天津卷","2","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2021-天津卷::2::occ1"
"集合与逻辑","47","2021","新高考II卷","2","1","single_choice","","集合交集与补集运算，主类为集合与逻辑。","2021-新高考II卷::2::occ1"
"集合与逻辑","48","2021","新高考I卷","1","1","single_choice","","核心是集合交集运算，属于集合问题。","2021-新高考I卷::1::occ1"
"集合与逻辑","49","2021","浙江卷","1","1","single_choice","","核心是集合交集运算，属于集合问题。","2021-浙江卷::1::occ1"
"集合与逻辑","50","2021","浙江卷","3","1","single_choice","","核心是充分必要条件判断，涉及向量运算，属于逻辑问题。","2021-浙江卷::3::occ1"
"集合与逻辑","51","2022","北京卷","1","1","single_choice","","核心是集合补集运算，属于集合问题。","2022-北京卷::1::occ1"
"集合与逻辑","52","2022","北京卷","6","1","single_choice","","核心是充分必要条件判断，涉及数列单调性，属于逻辑问题。","2022-北京卷::6::occ1"
"集合与逻辑","53","2022","全国甲卷-理科","3","1","single_choice","","集合补集和并集","2022-全国甲卷-理科::3::occ1"
"集合与逻辑","54","2022","全国甲卷-文科","1","1","single_choice","","集合交集运算","2022-全国甲卷-文科::1::occ1"
"集合与逻辑","55","2022","全国乙卷-理科","1","1","single_choice","","集合补集","2022-全国乙卷-理科::1::occ1"
"集合与逻辑","56","2022","全国乙卷-文科","1","1","single_choice","","集合交集","2022-全国乙卷-文科::1::occ1"
"集合与逻辑","57","2022","上海卷","1","2","single_choice","","集合交集运算。","2022-上海卷::1::occ2"
"集合与逻辑","58","2022","天津卷","1","1","single_choice","","集合的交集、补集运算。","2022-天津卷::1::occ1"
"集合与逻辑","59","2022","天津卷","2","1","single_choice","","充分必要条件判断。","2022-天津卷::2::occ1"
"集合与逻辑","60","2022","新高考II卷","1","1","single_choice","","集合交集运算。","2022-新高考II卷::1::occ1"
"集合与逻辑","61","2022","新高考I卷","1","1","single_choice","","集合交集运算。","2022-新高考I卷::1::occ1"
"集合与逻辑","62","2022","浙江卷","1","1","single_choice","","集合的并集运算，主类为集合与逻辑。","2022-浙江卷::1::occ1"
"集合与逻辑","63","2022","浙江卷","4","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2022-浙江卷::4::occ1"
"集合与逻辑","64","2023","北京卷","1","1","single_choice","","集合交集运算，主类为集合与逻辑。","2023-北京卷::1::occ1"
"集合与逻辑","65","2023","北京卷","8","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2023-北京卷::8::occ1"
"集合与逻辑","66","2023","全国甲卷-理科","1","1","single_choice","","集合的补集运算，主类为集合与逻辑。","2023-全国甲卷-理科::1::occ1"
"集合与逻辑","67","2023","全国甲卷-理科","7","1","single_choice","","充分必要条件判断，主类为集合与逻辑。","2023-全国甲卷-理科::7::occ1"
"集合与逻辑","68","2023","全国甲卷-文科","1","1","single_choice","","集合运算，核心是集合。","2023-全国甲卷-文科::1::occ1"
"集合与逻辑","69","2023","全国乙卷-理科","2","1","single_choice","","集合运算，核心是集合。","2023-全国乙卷-理科::2::occ1"
"集合与逻辑","70","2023","全国乙卷-文科","2","1","single_choice","","集合运算，核心是集合。","2023-全国乙卷-文科::2::occ1"
"集合与逻辑","71","2023","天津卷","1","1","single_choice","","核心是集合的补集与并集运算，属于集合与逻辑。","2023-天津卷::1::occ1"
"集合与逻辑","72","2023","天津卷","2","1","single_choice","","核心是充分必要条件判断，属于逻辑。","2023-天津卷::2::occ1"
"集合与逻辑","73","2023","新高考II卷","2","1","single_choice","","核心是集合包含关系求参数，属于集合与逻辑。","2023-新高考II卷::2::occ1"
"集合与逻辑","74","2023","新高考I卷","1","1","single_choice","","核心是集合交集运算，属于集合与逻辑。","2023-新高考I卷::1::occ1"
"集合与逻辑","75","2023","新高考I卷","7","1","single_choice","数列","核心是充分必要条件判断，涉及等差数列，但主类为逻辑。","2023-新高考I卷::7::occ1"
"集合与逻辑","76","2024","北京卷","1","1","single_choice","","核心是集合的并集运算，属于集合与逻辑。","2024-北京卷::1::occ1"
"集合与逻辑","77","2024","北京卷","5","1","single_choice","平面向量与解三角形","核心是充分必要条件判断，涉及向量运算，但主类为逻辑。","2024-北京卷::5::occ1"
"集合与逻辑","78","2024","全国甲卷-理科","2","1","single_choice","","题目涉及集合的交集、补集运算，核心是集合运算。","2024-全国甲卷-理科::2::occ1"
"集合与逻辑","79","2024","全国甲卷-文科","1","1","single_choice","","题目求集合的交集，核心是集合运算。","2024-全国甲卷-文科::1::occ1"
"集合与逻辑","80","2024","上海卷","1","1","fill_blank","","题目求集合的补集，核心是集合运算。","2024-上海卷::1::occ1"
"集合与逻辑","81","2024","天津卷","1","1","single_choice","","核心是集合的交集运算","2024-天津卷::1::occ1"
"集合与逻辑","82","2024","天津卷","2","1","single_choice","","核心是充分必要条件的判断","2024-天津卷::2::occ1"
"集合与逻辑","83","2024","新高考II卷","2","1","single_choice","","核心是命题真假的判断","2024-新高考II卷::2::occ1"
"集合与逻辑","84","2024","新高考I卷","1","1","single_choice","","核心是集合的交集运算","2024-新高考I卷::1::occ1"
"集合与逻辑","85","2025","全国II卷","3","1","single_choice","","核心是集合的交集运算","2025-全国II卷::3::occ1"
"集合与逻辑","86","2025","全国I卷","2","1","single_choice","","核心是集合的补集运算","2025-全国I卷::2::occ1"
"集合与逻辑","87","2025","上海卷","1","1","fill_blank","","求补集，属于集合运算。","2025-上海卷::1::occ1"
"集合与逻辑","88","2025","天津卷","1","1","single_choice","","求补集，属于集合运算。","2025-天津卷::1::occ1"
"集合与逻辑","89","2025","天津卷","2","1","single_choice","三角函数","主专题为集合与逻辑，因为判断充分必要条件；次专题为三角函数，因为涉及正弦函数。","2025-天津卷::2::occ1"
