"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"三角函数","38","2019","全国II卷-文科","11","1","single_choice","","利用三角恒等变换求解正弦值，核心是三角函数。","2019-全国II卷-文科::11::occ1"
"三角函数","39","2019","全国I卷-理科","11","1","single_choice","","函数性质判断，核心是三角函数。","2019-全国I卷-理科::11::occ1"
"三角函数","40","2019","全国I卷-文科","7","1","single_choice","","利用诱导公式和两角和公式求正切值，属于三角函数恒等变换。","2019-全国I卷-文科::7::occ1"
"三角函数","41","2019","全国I卷-文科","15","1","fill_blank","","三角函数最值，核心是三角函数恒等变换。","2019-全国I卷-文科::15::occ1"
"三角函数","42","2020","全国III卷-理科","9","1","single_choice","","三角恒等变换求正切值。","2020-全国III卷-理科::9::occ1"
"三角函数","43","2020","全国III卷-理科","16","1","fill_blank","","三角函数性质判断，包括对称性和最值。","2020-全国III卷-理科::16::occ1"
"三角函数","44","2020","全国III卷-文科","5","1","single_choice","","三角恒等变换求值。","2020-全国III卷-文科::5::occ1"
"三角函数","45","2020","全国III卷-文科","12","1","single_choice","","三角函数性质判断。","2020-全国III卷-文科::12::occ1"
"三角函数","46","2020","全国II卷-理科","2","1","single_choice","","根据象限判断三角函数值符号。","2020-全国II卷-理科::2::occ1"
"三角函数","47","2020","全国II卷-文科","13","1","fill_blank","","二倍角公式。","2020-全国II卷-文科::13::occ1"
"三角函数","48","2020","全国I卷-理科","7","1","single_choice","","核心是三角函数图象求周期。","2020-全国I卷-理科::7::occ1"
"三角函数","49","2020","全国I卷-理科","9","1","single_choice","","核心是三角恒等变换，求正弦值。","2020-全国I卷-理科::9::occ1"
"三角函数","50","2020","全国I卷-文科","7","1","single_choice","","核心是三角函数图象求周期。","2020-全国I卷-文科::7::occ1"
"三角函数","51","2021","北京卷","7","1","single_choice","","核心是三角函数奇偶性和最值。","2021-北京卷::7::occ1"
"三角函数","52","2021","北京卷","14","1","fill_blank","","核心是三角函数对称性求角。","2021-北京卷::14::occ1"
"三角函数","53","2021","全国甲卷-理科","9","1","single_choice","","利用三角恒等变换求正切值，属于三角函数。","2021-全国甲卷-理科::9::occ1"
"三角函数","54","2021","全国甲卷-理科","16","1","fill_blank","","由三角函数图像求解析式，解三角不等式，属于三角函数。","2021-全国甲卷-理科::16::occ1"
"三角函数","55","2021","全国甲卷-文科","11","1","single_choice","","利用三角恒等变换求正切值，属于三角函数。","2021-全国甲卷-文科::11::occ1"
"三角函数","56","2021","全国甲卷-文科","15","1","fill_blank","","由三角函数图像求解析式并计算函数值，属于三角函数。","2021-全国甲卷-文科::15::occ1"
"三角函数","57","2021","全国乙卷-理科","7","1","single_choice","","三角函数图像变换，属于三角函数。","2021-全国乙卷-理科::7::occ1"
"三角函数","58","2021","全国乙卷-文科","4","1","single_choice","","三角函数周期和最值，属于三角函数。","2021-全国乙卷-文科::4::occ1"
"三角函数","59","2021","全国乙卷-文科","6","1","single_choice","","利用诱导公式和倍角公式求值，属于三角函数。","2021-全国乙卷-文科::6::occ1"
"三角函数","60","2021","上海春季卷","12","1","fill_blank","","三角函数不等式恒成立，求参数范围，主类为三角函数。","2021-上海春季卷::12::occ1"
"三角函数","61","2021","上海卷","15","1","single_choice","","三角函数恒等变换与存在性问题，主类为三角函数。","2021-上海卷::15::occ1"
"三角函数","62","2021","新高考I卷","4","1","single_choice","","核心是正弦函数单调区间判断，属于三角函数问题。","2021-新高考I卷::4::occ1"
"三角函数","63","2021","新高考I卷","6","1","single_choice","","核心是三角恒等变换求值，属于三角函数问题。","2021-新高考I卷::6::occ1"
"三角函数","64","2021","浙江卷","8","1","single_choice","","核心是三角函数值比较与最值，属于三角函数问题。","2021-浙江卷::8::occ1"
"三角函数","65","2021","浙江卷","18","1","solution","","核心是三角恒等变换与最值、周期，属于三角函数问题。","2021-浙江卷::18::occ1"
"三角函数","66","2022","北京卷","5","1","single_choice","","核心是三角恒等变换与单调性，属于三角函数性质问题。","2022-北京卷::5::occ1"
"三角函数","67","2022","北京卷","13","1","fill_blank","","核心是三角函数零点与求值，属于三角函数问题。","2022-北京卷::13::occ1"
"三角函数","68","2022","全国甲卷-理科","11","1","single_choice","","三角函数极值点和零点","2022-全国甲卷-理科::11::occ1"
"三角函数","69","2022","全国甲卷-理科","12","1","single_choice","","比较三角函数值大小","2022-全国甲卷-理科::12::occ1"
"三角函数","70","2022","全国甲卷-文科","5","1","single_choice","","三角函数图像平移和对称性","2022-全国甲卷-文科::5::occ1"
"三角函数","71","2022","全国乙卷-理科","15","1","fill_blank","","三角函数周期和零点","2022-全国乙卷-理科::15::occ1"
"三角函数","72","2022","上海卷","2","1","fill_blank","","三角函数化简求周期，核心是三角函数。","2022-上海卷::2::occ1"
"三角函数","73","2022","天津卷","9","1","single_choice","","正弦型函数性质判断，核心是三角函数。","2022-天津卷::9::occ1"
"三角函数","74","2022","新高考II卷","6","1","single_choice","","三角恒等变换，化简求正切值，核心是三角函数恒等变换。","2022-新高考II卷::6::occ1"
"三角函数","75","2022","新高考II卷","9","1","multiple_choice","","正弦型函数的对称性、单调性、极值、切线，核心是三角函数性质。","2022-新高考II卷::9::occ1"
"三角函数","76","2022","新高考I卷","6","1","single_choice","","正弦型函数周期、对称中心，求函数值，核心是三角函数性质。","2022-新高考I卷::6::occ1"
"三角函数","77","2022","浙江卷","6","1","single_choice","","三角函数图象平移，主类为三角函数。","2022-浙江卷::6::occ1"
"三角函数","78","2022","浙江卷","13","1","fill_blank","","三角恒等变换求值，主类为三角函数。","2022-浙江卷::13::occ1"
"三角函数","79","2023","北京卷","13","1","fill_blank","","三角函数命题真假判断，主类为三角函数。","2023-北京卷::13::occ1"
"三角函数","80","2023","北京卷","17","1","solution","","三角函数解析式求参数，主类为三角函数。","2023-北京卷::17::occ1"
"三角函数","81","2023","全国甲卷-理科","10","1","single_choice","","三角函数图象平移后与直线交点个数，主类为三角函数。","2023-全国甲卷-理科::10::occ1"
"三角函数","82","2023","全国甲卷-文科","12","1","single_choice","","三角函数图象平移和交点个数，核心是三角函数。","2023-全国甲卷-文科::12::occ1"
"三角函数","83","2023","全国乙卷-理科","6","1","single_choice","","正弦函数单调性和对称轴求值，核心是三角函数。","2023-全国乙卷-理科::6::occ1"
"三角函数","84","2023","全国乙卷-文科","10","1","single_choice","","核心是正弦函数的单调性和对称轴，求函数值，属于三角函数图象性质。","2023-全国乙卷-文科::10::occ1"
"三角函数","85","2023","全国乙卷-文科","14","1","fill_blank","","同角三角函数求值，核心是三角函数。","2023-全国乙卷-文科::14::occ1"
"三角函数","86","2023","上海卷","4","1","fill_blank","","同角三角函数求值，核心是三角函数。","2023-上海卷::4::occ1"
"三角函数","87","2023","上海卷","11","1","fill_blank","一元二次函数、方程和不等式","核心是建立体能与角度的函数关系并求最值，涉及三角函数和基本不等式。","2023-上海卷::11::occ1"
"三角函数","88","2023","天津卷","5","1","single_choice","","核心是三角函数的对称轴和周期，属于三角函数性质。","2023-天津卷::5::occ1"
"三角函数","89","2023","新高考II卷","7","1","single_choice","","核心是三角恒等变换求半角正弦，属于三角函数。","2023-新高考II卷::7::occ1"
"三角函数","90","2023","新高考II卷","16","1","fill_blank","","核心是正弦函数图象与性质，求参数和函数值，属于三角函数。","2023-新高考II卷::16::occ1"
"三角函数","91","2023","新高考I卷","8","1","single_choice","","核心是三角恒等变换求值，属于三角函数。","2023-新高考I卷::8::occ1"
"三角函数","92","2023","新高考I卷","15","1","fill_blank","","核心是求三角函数零点对应的参数范围，属于三角函数图象性质。","2023-新高考I卷::15::occ1"
"三角函数","93","2024","北京卷","6","1","single_choice","","题目涉及正弦函数的周期与最值，核心是三角函数。","2024-北京卷::6::occ1"
"三角函数","94","2024","北京卷","12","1","fill_blank","","题目涉及终边对称和余弦函数的最值，核心是三角函数性质。","2024-北京卷::12::occ1"
"三角函数","95","2024","全国甲卷-理科","8","1","single_choice","","题目涉及三角恒等变换求正切值，核心是三角函数。","2024-全国甲卷-理科::8::occ1"
"三角函数","96","2024","全国甲卷-文科","9","1","single_choice","","题目涉及三角恒等变换求正切值，核心是三角函数。","2024-全国甲卷-文科::9::occ1"
"三角函数","97","2024","全国甲卷-文科","12","1","fill_blank","","题目涉及三角函数的最值，核心是三角函数性质。","2024-全国甲卷-文科::12::occ1"
"三角函数","98","2024","上海卷","14","1","single_choice","","题目涉及三角函数的最小正周期，核心是三角函数性质。","2024-上海卷::14::occ1"
"三角函数","99","2024","天津卷","7","1","single_choice","","核心是三角函数的周期和最值","2024-天津卷::7::occ1"
"三角函数","100","2024","新高考II卷","9","1","multiple_choice","","核心是三角函数的性质比较","2024-新高考II卷::9::occ1"
"三角函数","101","2024","新高考II卷","13","1","fill_blank","","核心是三角恒等变换求正弦值","2024-新高考II卷::13::occ1"
"三角函数","102","2024","新高考I卷","4","1","single_choice","","核心是三角恒等变换求余弦值","2024-新高考I卷::4::occ1"
"三角函数","103","2024","新高考I卷","7","1","single_choice","","核心是三角函数图象交点个数","2024-新高考I卷::7::occ1"
"三角函数","104","2025","全国II卷","8","1","single_choice","","核心是三角恒等变换求值","2025-全国II卷::8::occ1"
"三角函数","105","2025","全国II卷","15","1","solution","","核心是三角函数的解析式、值域和单调区间","2025-全国II卷::15::occ1"
"三角函数","106","2025","全国I卷","4","1","single_choice","","求正切函数对称中心，属于三角函数性质。","2025-全国I卷::4::occ1"
"三角函数","107","2025","全国I卷","11","1","multiple_choice","平面向量与解三角形","主专题为三角函数，因为核心是三角恒等变换；次专题为解三角形，因为涉及三角形面积和边。","2025-全国I卷::11::occ1"
"三角函数","108","2025","全国I卷","19","1","solution","导数","主专题为三角函数，因为函数是三角形式，求最大值和不等式证明主要用三角恒等变换；次专题为导数，因为第(1)问可用导数求最值。","2025-全国I卷::19::occ1"
"三角函数","109","2025","上海卷","5","1","fill_blank","","求余弦函数在给定区间上的值域，属于三角函数性质。","2025-上海卷::5::occ1"
"三角函数","110","2025","上海卷","11","1","fill_blank","立体几何","主专题为三角函数，因为求斜面底角涉及三角函数；次专题为立体几何，因为涉及空间几何中的影子问题。","2025-上海卷::11::occ1"
"三角函数","111","2025","天津卷","8","1","single_choice","","核心是正弦函数的单调性、对称轴、对称中心及最值，属于三角函数图象性质。","2025-天津卷::8::occ1"
