"Topic","CollectionNumber","Year","Paper","OriginalQuestion","Occurrence","Type","SecondaryTopics","Reason","Id"
"统计与概率","19","2017","全国III卷-理科","7","1","single_choice","","程序框图，涉及循环结构，核心是算法，但通常归入统计与概率？实际上程序框图常单独或归入其他，但这里按常规归入统计与概率？更准确应归入算法，但无此专题，可归入统计与概率？或数列？实际上程序框图常与数列结合，但此处是循环求和，可归入数列？但输出S的值，核心是算法，但无对应专题，通常高考题中程序框图题归入统计与概率或数列？根据常见分类，程序框图常归入统计与概率（算法初步），但本题是求S<91的最小N，涉及循环，可归入数列？但更常见是归入统计与概率。为统一，归入统计与概率。","2017-全国III卷-理科::7::occ1"
"统计与概率","20","2017","全国III卷-理科","18","1","solution","","核心是随机变量分布列与期望，属于统计与概率。","2017-全国III卷-理科::18::occ1"
"统计与概率","21","2017","全国III卷-文科","3","1","single_choice","","核心是折线图数据分析，属于统计。","2017-全国III卷-文科::3::occ1"
"统计与概率","22","2017","全国III卷-文科","8","1","single_choice","","核心是程序框图，通常归入统计与概率或算法，此处按常规。","2017-全国III卷-文科::8::occ1"
"统计与概率","23","2017","全国III卷-文科","18","1","solution","","核心是概率估计与利润计算，属于统计与概率。","2017-全国III卷-文科::18::occ1"
"统计与概率","24","2017","全国II卷-理科","7","1","single_choice","","核心是逻辑推理与概率，属于统计与概率。","2017-全国II卷-理科::7::occ1"
"统计与概率","25","2017","全国II卷-理科","8","1","single_choice","","核心是程序框图，通常归入统计与概率或算法。","2017-全国II卷-理科::8::occ1"
"统计与概率","26","2017","全国II卷-理科","13","1","fill_blank","","核心是二项分布的方差，属于概率。","2017-全国II卷-理科::13::occ1"
"统计与概率","27","2017","全国II卷-理科","18","1","solution","","核心是独立性检验与概率估计，属于统计与概率。","2017-全国II卷-理科::18::occ1"
"统计与概率","28","2017","全国II卷-文科","9","1","single_choice","","核心是逻辑推理与概率，属于统计与概率或逻辑，但通常归入概率。","2017-全国II卷-文科::9::occ1"
"统计与概率","29","2017","全国II卷-文科","10","1","single_choice","","核心是程序框图，但属于算法初步，通常归入统计与概率或单独，但此处按常规归入统计与概率。","2017-全国II卷-文科::10::occ1"
"统计与概率","30","2017","全国II卷-文科","11","1","single_choice","","核心是古典概型概率计算，属于概率。","2017-全国II卷-文科::11::occ1"
"统计与概率","31","2017","全国II卷-文科","19","1","solution","","核心是独立性检验与概率估计，属于统计与概率。","2017-全国II卷-文科::19::occ1"
"统计与概率","32","2017","全国I卷-理科","2","1","single_choice","","核心是几何概型概率计算，属于概率。","2017-全国I卷-理科::2::occ1"
"统计与概率","33","2017","全国I卷-理科","8","1","single_choice","","程序框图，属于算法，但高考中常归入统计与概率或单独，此处按常规归入统计与概率。","2017-全国I卷-理科::8::occ1"
"统计与概率","34","2017","全国I卷-理科","19","1","solution","","正态分布及统计推断，属于统计与概率。","2017-全国I卷-理科::19::occ1"
"统计与概率","35","2017","全国I卷-文科","2","1","single_choice","","评估稳定程度用标准差，属于统计。","2017-全国I卷-文科::2::occ1"
"统计与概率","36","2017","全国I卷-文科","4","1","single_choice","","几何概型求概率，属于概率。","2017-全国I卷-文科::4::occ1"
"统计与概率","37","2017","全国I卷-文科","10","1","single_choice","","程序框图，归入统计与概率。","2017-全国I卷-文科::10::occ1"
"统计与概率","38","2017","全国I卷-文科","19","1","solution","","相关系数及统计推断，属于统计与概率。","2017-全国I卷-文科::19::occ1"
"统计与概率","39","2018","全国III卷-理科","8","1","single_choice","","二项分布方差及概率比较，属于概率。","2018-全国III卷-理科::8::occ1"
"统计与概率","40","2018","全国III卷-理科","18","1","solution","","独立性检验，属于统计。","2018-全国III卷-理科::18::occ1"
"统计与概率","41","2018","全国III卷-文科","5","1","single_choice","","概率计算，属于概率。","2018-全国III卷-文科::5::occ1"
"统计与概率","42","2018","全国III卷-文科","14","1","fill_blank","","抽样方法选择，属于统计。","2018-全国III卷-文科::14::occ1"
"统计与概率","43","2018","全国III卷-文科","18","1","solution","","核心是独立性检验及列联表。","2018-全国III卷-文科::18::occ1"
"统计与概率","44","2018","全国II卷-理科","8","1","single_choice","","核心是古典概型概率计算。","2018-全国II卷-理科::8::occ1"
"统计与概率","45","2018","全国II卷-理科","18","1","solution","","核心是线性回归模型预测及模型选择。","2018-全国II卷-理科::18::occ1"
"统计与概率","46","2018","全国II卷-文科","5","1","single_choice","","核心是古典概型概率计算。","2018-全国II卷-文科::5::occ1"
"统计与概率","47","2018","全国II卷-文科","18","1","solution","","核心是线性回归模型预测及模型选择。","2018-全国II卷-文科::18::occ1"
"统计与概率","48","2018","全国I卷-理科","3","1","single_choice","","核心是饼图数据分析。","2018-全国I卷-理科::3::occ1"
"统计与概率","49","2018","全国I卷-理科","10","1","single_choice","","核心是几何概型概率比较。","2018-全国I卷-理科::10::occ1"
"统计与概率","50","2018","全国I卷-理科","20","1","solution","","核心是概率与期望计算及决策。","2018-全国I卷-理科::20::occ1"
"统计与概率","51","2018","全国I卷-文科","3","1","single_choice","","核心是饼图数据分析。","2018-全国I卷-文科::3::occ1"
"统计与概率","52","2018","全国I卷-文科","19","1","solution","","频率分布直方图与概率估计，属于统计与概率。","2018-全国I卷-文科::19::occ1"
"统计与概率","53","2019","全国III卷-理科","3","1","single_choice","","用样本估计总体，属于统计与概率。","2019-全国III卷-理科::3::occ1"
"统计与概率","54","2019","全国III卷-理科","17","1","solution","","频率分布直方图与平均值估计，属于统计与概率。","2019-全国III卷-理科::17::occ1"
"统计与概率","55","2019","全国III卷-文科","3","1","single_choice","计数原理","排列组合求概率，属于计数原理。","2019-全国III卷-文科::3::occ1"
"统计与概率","56","2019","全国III卷-文科","4","1","single_choice","","用样本估计总体，属于统计与概率。","2019-全国III卷-文科::4::occ1"
"统计与概率","57","2019","全国III卷-文科","17","1","solution","","频率分布直方图与平均值估计，属于统计与概率。","2019-全国III卷-文科::17::occ1"
"统计与概率","58","2019","全国II卷-理科","5","1","single_choice","","考查统计中的数字特征，属于统计与概率。","2019-全国II卷-理科::5::occ1"
"统计与概率","59","2019","全国II卷-理科","13","1","fill_blank","","平均值的估计，属于统计与概率。","2019-全国II卷-理科::13::occ1"
"统计与概率","60","2019","全国II卷-理科","18","1","solution","","乒乓球比赛概率计算，属于概率问题。","2019-全国II卷-理科::18::occ1"
"统计与概率","61","2019","全国II卷-文科","4","1","single_choice","","古典概型概率计算。","2019-全国II卷-文科::4::occ1"
"统计与概率","62","2019","全国II卷-文科","14","1","fill_blank","","计算平均正点率是统计中的均值估计问题。","2019-全国II卷-文科::14::occ1"
"统计与概率","63","2019","全国II卷-文科","19","1","solution","","频率分布、平均数与标准差估计，属于统计。","2019-全国II卷-文科::19::occ1"
"统计与概率","64","2019","全国I卷-理科","6","1","single_choice","计数原理","古典概型，核心是组合计数。","2019-全国I卷-理科::6::occ1"
"统计与概率","65","2019","全国I卷-理科","8","1","single_choice","","程序框图，归入统计与概率。","2019-全国I卷-理科::8::occ1"
"统计与概率","66","2019","全国I卷-理科","15","1","fill_blank","","概率计算，属于概率。","2019-全国I卷-理科::15::occ1"
"统计与概率","67","2019","全国I卷-理科","21","1","solution","","分布列、概率递推及等比数列证明，核心是概率统计。","2019-全国I卷-理科::21::occ1"
"统计与概率","68","2019","全国I卷-文科","6","1","single_choice","","系统抽样，属于统计。","2019-全国I卷-文科::6::occ1"
"统计与概率","69","2019","全国I卷-文科","9","1","single_choice","","程序框图属于算法，但高考中常归入统计与概率或单独，此处按常规归为统计与概率。","2019-全国I卷-文科::9::occ1"
"统计与概率","70","2019","全国I卷-文科","17","1","solution","","独立性检验，属于统计。","2019-全国I卷-文科::17::occ1"
"统计与概率","71","2020","全国III卷-理科","3","1","single_choice","","标准差比较，属于统计。","2020-全国III卷-理科::3::occ1"
"统计与概率","72","2020","全国III卷-理科","18","1","solution","","概率估计、列联表与独立性检验，属于统计与概率。","2020-全国III卷-理科::18::occ1"
"统计与概率","73","2020","全国III卷-文科","3","1","single_choice","","方差的性质。","2020-全国III卷-文科::3::occ1"
"统计与概率","74","2020","全国III卷-文科","18","1","solution","","概率估计、列联表与独立性检验。","2020-全国III卷-文科::18::occ1"
"统计与概率","75","2020","全国II卷-理科","3","1","single_choice","","概率计算与决策，属于概率应用。","2020-全国II卷-理科::3::occ1"
"统计与概率","76","2020","全国II卷-理科","18","1","solution","","相关系数计算及抽样方法。","2020-全国II卷-理科::18::occ1"
"统计与概率","77","2020","全国II卷-文科","4","1","single_choice","","概率计算与决策。","2020-全国II卷-文科::4::occ1"
"统计与概率","78","2020","全国II卷-文科","18","1","solution","","核心是统计中的相关系数计算和抽样方法。","2020-全国II卷-文科::18::occ1"
"统计与概率","79","2020","全国I卷-理科","5","1","single_choice","","核心是回归方程类型选择。","2020-全国I卷-理科::5::occ1"
"统计与概率","80","2020","全国I卷-理科","19","1","solution","","核心是概率计算，求概率和分布。","2020-全国I卷-理科::19::occ1"
"统计与概率","81","2020","全国I卷-文科","4","1","single_choice","","核心是古典概型，计算概率。","2020-全国I卷-文科::4::occ1"
"统计与概率","82","2020","全国I卷-文科","5","1","single_choice","","核心是回归方程类型选择。","2020-全国I卷-文科::5::occ1"
"统计与概率","83","2020","全国I卷-文科","17","1","solution","","核心是概率估计和平均利润计算。","2020-全国I卷-文科::17::occ1"
"统计与概率","84","2021","北京卷","18","1","solution","","核心是概率分布列和期望计算。","2021-北京卷::18::occ1"
"统计与概率","85","2021","全国甲卷-理科","2","1","single_choice","","核心是频率分布直方图分析。","2021-全国甲卷-理科::2::occ1"
"统计与概率","86","2021","全国甲卷-理科","10","1","single_choice","计数原理","排列组合中不相邻问题，属于计数原理。","2021-全国甲卷-理科::10::occ1"
"统计与概率","87","2021","全国甲卷-理科","17","1","solution","","独立性检验，属于统计与概率。","2021-全国甲卷-理科::17::occ1"
"统计与概率","88","2021","全国甲卷-文科","2","1","single_choice","","频率分布直方图分析，属于统计与概率。","2021-全国甲卷-文科::2::occ1"
"统计与概率","89","2021","全国甲卷-文科","10","1","single_choice","计数原理","排列组合中不相邻问题，属于计数原理。","2021-全国甲卷-文科::10::occ1"
"统计与概率","90","2021","全国甲卷-文科","17","1","solution","","独立性检验，属于统计与概率。","2021-全国甲卷-文科::17::occ1"
"统计与概率","91","2021","全国乙卷-理科","8","1","single_choice","","几何概型，属于概率。","2021-全国乙卷-理科::8::occ1"
"统计与概率","92","2021","全国乙卷-理科","17","1","solution","","样本均值、方差计算及均值比较，属于统计与概率。","2021-全国乙卷-理科::17::occ1"
"统计与概率","93","2021","全国乙卷-文科","7","1","single_choice","","几何概型，属于概率。","2021-全国乙卷-文科::7::occ1"
"统计与概率","94","2021","全国乙卷-文科","17","1","solution","","样本均值、方差计算及假设检验，主类为统计与概率。","2021-全国乙卷-文科::17::occ1"
"统计与概率","95","2021","上海卷","10","1","fill_blank","","古典概型概率计算，主类为统计与概率。","2021-上海卷::10::occ1"
"统计与概率","96","2021","天津卷","4","1","single_choice","","频率分布直方图求频数，主类为统计与概率。","2021-天津卷::4::occ1"
"统计与概率","97","2021","天津卷","14","1","fill_blank","","独立事件概率及二项分布，主类为统计与概率。","2021-天津卷::14::occ1"
"统计与概率","98","2021","新高考II卷","6","1","single_choice","","正态分布性质判断，主类为统计与概率。","2021-新高考II卷::6::occ1"
"统计与概率","99","2021","新高考II卷","9","1","multiple_choice","","离散程度度量，主类为统计与概率。","2021-新高考II卷::9::occ1"
"统计与概率","100","2021","新高考II卷","21","1","solution","","核心是概率分布与方程根的实际意义，属于概率问题。","2021-新高考II卷::21::occ1"
"统计与概率","101","2021","新高考I卷","8","1","single_choice","","核心是事件独立性判断，属于概率问题。","2021-新高考I卷::8::occ1"
"统计与概率","102","2021","新高考I卷","9","1","multiple_choice","","核心是样本数据数字特征（平均数、中位数、标准差、极差），属于统计问题。","2021-新高考I卷::9::occ1"
"统计与概率","103","2021","新高考I卷","18","1","solution","","核心是随机变量分布列与期望，属于概率统计问题。","2021-新高考I卷::18::occ1"
"统计与概率","104","2021","浙江卷","15","1","fill_blank","","核心是古典概型与期望计算，属于概率问题。","2021-浙江卷::15::occ1"
"统计与概率","105","2022","北京卷","18","1","solution","","核心是概率估计与期望计算，属于概率统计问题。","2022-北京卷::18::occ1"
"统计与概率","106","2022","全国甲卷-理科","2","1","single_choice","","核心是统计图表与数字特征分析，属于统计问题。","2022-全国甲卷-理科::2::occ1"
"统计与概率","107","2022","全国甲卷-理科","15","1","fill_blank","计数原理","组合计数求概率","2022-全国甲卷-理科::15::occ1"
"统计与概率","108","2022","全国甲卷-理科","19","1","solution","","概率计算和分布列","2022-全国甲卷-理科::19::occ1"
"统计与概率","109","2022","全国甲卷-文科","2","1","single_choice","","统计图表分析","2022-全国甲卷-文科::2::occ1"
"统计与概率","110","2022","全国甲卷-文科","6","1","single_choice","","古典概型","2022-全国甲卷-文科::6::occ1"
"统计与概率","111","2022","全国甲卷-文科","17","1","solution","","独立性检验","2022-全国甲卷-文科::17::occ1"
"统计与概率","112","2022","全国乙卷-理科","10","1","single_choice","","概率大小比较","2022-全国乙卷-理科::10::occ1"
"统计与概率","113","2022","全国乙卷-理科","13","1","fill_blank","计数原理","组合概率","2022-全国乙卷-理科::13::occ1"
"统计与概率","114","2022","全国乙卷-理科","19","1","solution","","相关系数和回归","2022-全国乙卷-理科::19::occ1"
"统计与概率","115","2022","全国乙卷-文科","4","1","single_choice","","茎叶图数据分析","2022-全国乙卷-文科::4::occ1"
"统计与概率","116","2022","全国乙卷-文科","14","1","fill_blank","","古典概型求概率。","2022-全国乙卷-文科::14::occ1"
"统计与概率","117","2022","全国乙卷-文科","19","1","solution","","样本相关系数、估计总体，核心是统计。","2022-全国乙卷-文科::19::occ1"
"统计与概率","118","2022","上海卷","8","1","fill_blank","","古典概型求概率。","2022-上海卷::8::occ1"
"统计与概率","119","2022","天津卷","4","1","single_choice","","频率分布直方图，求人数，核心是统计。","2022-天津卷::4::occ1"
"统计与概率","120","2022","天津卷","13","1","fill_blank","","古典概型、条件概率计算。","2022-天津卷::13::occ1"
"统计与概率","121","2022","新高考II卷","13","1","fill_blank","","正态分布概率计算。","2022-新高考II卷::13::occ1"
"统计与概率","122","2022","新高考II卷","19","1","solution","","频率分布直方图、概率估计、条件概率，核心是统计与概率。","2022-新高考II卷::19::occ1"
"统计与概率","123","2022","新高考I卷","5","1","single_choice","","古典概型求概率，核心是概率计算。","2022-新高考I卷::5::occ1"
"统计与概率","124","2022","新高考I卷","20","1","solution","","独立性检验和条件概率，主类为统计与概率。","2022-新高考I卷::20::occ1"
"统计与概率","125","2022","浙江卷","15","1","fill_blank","","离散型随机变量概率和期望，主类为统计与概率。","2022-浙江卷::15::occ1"
"统计与概率","126","2023","北京卷","18","1","solution","","概率估计和独立事件概率计算，主类为统计与概率。","2023-北京卷::18::occ1"
"统计与概率","127","2023","全国甲卷-理科","6","1","single_choice","","条件概率计算，主类为统计与概率。","2023-全国甲卷-理科::6::occ1"
"统计与概率","128","2023","全国甲卷-理科","19","1","solution","","分布列、中位数、独立性检验，主类为统计与概率。","2023-全国甲卷-理科::19::occ1"
"统计与概率","129","2023","全国甲卷-文科","4","1","single_choice","","古典概型求概率，核心是概率。","2023-全国甲卷-文科::4::occ1"
"统计与概率","130","2023","全国甲卷-文科","19","1","solution","","独立性检验，核心是统计。","2023-全国甲卷-文科::19::occ1"
"统计与概率","131","2023","全国乙卷-理科","5","1","single_choice","","几何概型求概率，核心是概率。","2023-全国乙卷-理科::5::occ1"
"统计与概率","132","2023","全国乙卷-理科","17","1","solution","","样本均值和方差计算及假设检验，核心是统计。","2023-全国乙卷-理科::17::occ1"
"统计与概率","133","2023","全国乙卷-文科","7","1","single_choice","","几何概型求概率，核心是概率。","2023-全国乙卷-文科::7::occ1"
"统计与概率","134","2023","全国乙卷-文科","9","1","single_choice","","古典概型求概率，核心是概率。","2023-全国乙卷-文科::9::occ1"
"统计与概率","135","2023","全国乙卷-文科","17","1","solution","","样本均值和方差及假设检验，核心是统计。","2023-全国乙卷-文科::17::occ1"
"统计与概率","136","2023","上海卷","9","1","fill_blank","","中位数和平均数求总和，核心是统计。","2023-上海卷::9::occ1"
"统计与概率","137","2023","上海卷","14","1","single_choice","","核心是散点图与相关关系，属于统计。","2023-上海卷::14::occ1"
"统计与概率","138","2023","上海卷","19","1","solution","","核心是概率计算、独立性判断、分布列与期望，属于概率统计。","2023-上海卷::19::occ1"
"统计与概率","139","2023","天津卷","7","1","single_choice","","核心是相关系数的理解，属于统计。","2023-天津卷::7::occ1"
"统计与概率","140","2023","天津卷","13","1","fill_blank","","核心是概率计算，属于概率。","2023-天津卷::13::occ1"
"统计与概率","141","2023","新高考II卷","3","1","single_choice","计数原理","核心是分层抽样中的组合计数，属于计数原理。","2023-新高考II卷::3::occ1"
"统计与概率","142","2023","新高考II卷","12","1","multiple_choice","","核心是概率计算与方案比较，属于概率。","2023-新高考II卷::12::occ1"
"统计与概率","143","2023","新高考II卷","19","1","solution","","核心是频率分布直方图、概率计算、函数最值，属于统计与概率。","2023-新高考II卷::19::occ1"
"统计与概率","144","2023","新高考I卷","9","1","multiple_choice","","核心是样本数据的数字特征比较，属于统计。","2023-新高考I卷::9::occ1"
"统计与概率","145","2023","新高考I卷","21","1","solution","数列","核心是概率递推、期望计算，涉及数列递推，但主类为概率。","2023-新高考I卷::21::occ1"
"统计与概率","146","2024","北京卷","18","1","solution","","题目涉及概率计算、数学期望估计，核心是概率与统计。","2024-北京卷::18::occ1"
"统计与概率","147","2024","全国甲卷-理科","16","1","fill_blank","","题目涉及古典概型概率计算，核心是概率。","2024-全国甲卷-理科::16::occ1"
"统计与概率","148","2024","全国甲卷-理科","17","1","solution","","题目涉及独立性检验和比例检验，核心是统计推断。","2024-全国甲卷-理科::17::occ1"
"统计与概率","149","2024","全国甲卷-文科","5","1","single_choice","计数原理","题目涉及排列与概率计算，核心是计数原理。","2024-全国甲卷-文科::5::occ1"
"统计与概率","150","2024","上海卷","8","1","fill_blank","","题目涉及全概率公式计算正确率，核心是概率。","2024-上海卷::8::occ1"
"统计与概率","151","2024","上海卷","13","1","single_choice","","题目涉及相关系数的意义，核心是统计。","2024-上海卷::13::occ1"
"统计与概率","152","2024","上海卷","19","1","solution","","题目涉及独立性检验、频率估计概率、样本估计总体，核心是统计推断。","2024-上海卷::19::occ1"
"统计与概率","153","2024","天津卷","3","1","single_choice","","核心是相关性系数的概念","2024-天津卷::3::occ1"
"统计与概率","154","2024","天津卷","13","1","fill_blank","","核心是古典概型和条件概率","2024-天津卷::13::occ1"
"统计与概率","155","2024","新高考II卷","4","1","single_choice","","核心是统计中的中位数、比例、极差、平均值","2024-新高考II卷::4::occ1"
"统计与概率","156","2024","新高考II卷","18","1","solution","","核心是概率计算、概率最大化和数学期望","2024-新高考II卷::18::occ1"
"统计与概率","157","2024","新高考I卷","9","1","multiple_choice","","核心是正态分布的概率计算","2024-新高考I卷::9::occ1"
"统计与概率","158","2024","新高考I卷","14","1","fill_blank","","核心是概率计算","2024-新高考I卷::14::occ1"
"统计与概率","159","2025","全国II卷","1","1","single_choice","","核心是平均数的计算","2025-全国II卷::1::occ1"
"统计与概率","160","2025","全国II卷","19","1","solution","数列","核心是概率计算和递推关系，涉及数列但主类为概率","2025-全国II卷::19::occ1"
"统计与概率","161","2025","全国I卷","14","1","fill_blank","","有放回取球，求期望，属于概率。","2025-全国I卷::14::occ1"
"统计与概率","162","2025","全国I卷","15","1","solution","","题目涉及列联表、独立性检验，核心是统计与概率中的假设检验。","2025-全国I卷::15::occ1"
"统计与概率","163","2025","上海卷","6","1","fill_blank","","求离散型随机变量的期望，属于概率。","2025-上海卷::6::occ1"
"统计与概率","164","2025","上海卷","13","1","single_choice","","独立事件概率计算，属于概率。","2025-上海卷::13::occ1"
"统计与概率","165","2025","上海卷","17","1","solution","","涉及极差、中位数、概率计算和线性回归，属于统计与概率。","2025-上海卷::17::occ1"
"统计与概率","166","2025","天津卷","5","1","single_choice","","判断正态分布和相关系数的说法，属于统计与概率。","2025-天津卷::5::occ1"
"统计与概率","167","2025","天津卷","13","1","fill_blank","","核心是概率计算和随机变量的期望，属于概率与统计。","2025-天津卷::13::occ1"
